                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4106,                0.84691,                 1.2817,                0.83378,                 0.8402,                 0.8874,                0.46925,                 1.5779,                0.77428,                 1.4081,             0.00055356,             0.00055356,             0.00055356
                      2,                 1.4256,                0.85186,                 1.2965,                0.83005,                0.80206,                0.85263,                 0.4473,                 1.6179,                0.84567,                 1.4225,              0.0010543,              0.0010543,              0.0010543
                      3,                 1.4395,                  0.871,                 1.2901,                0.81083,                0.82341,                   0.86,                0.43957,                 1.6638,                0.83629,                  1.436,              0.0015001,              0.0015001,              0.0015001
                      4,                 1.4585,                0.87796,                 1.3112,                0.83441,                0.80621,                0.86665,                0.45426,                 1.6219,                0.84983,                  1.407,              0.0014195,              0.0014195,              0.0014195
                      5,                 1.4589,                0.87743,                 1.3137,                0.81782,                 0.8397,                0.88293,                0.46688,                 1.5681,                0.80042,                 1.3917,              0.0013369,              0.0013369,              0.0013369
                      6,                 1.4319,                0.86728,                 1.2962,                0.83669,                 0.8513,                0.88266,                0.47359,                 1.5341,                0.78562,                 1.3738,              0.0012544,              0.0012544,              0.0012544
                      7,                 1.4244,                0.84302,                 1.2874,                 0.8246,                0.85123,                0.88449,                0.47311,                 1.5648,                0.78912,                 1.3831,              0.0011719,              0.0011719,              0.0011719
                      8,                 1.4045,                0.84275,                 1.2852,                 0.8138,                0.83645,                0.87004,                0.47079,                  1.555,                0.78624,                 1.3772,              0.0010894,              0.0010894,              0.0010894
                      9,                 1.4077,                 0.8317,                 1.2799,                0.82856,                0.83635,                0.86796,                0.46364,                  1.578,                0.79506,                 1.3779,              0.0010069,              0.0010069,              0.0010069
                     10,                 1.3908,                0.82179,                 1.2661,                0.83238,                0.83536,                0.88053,                0.47535,                 1.5707,                0.79526,                 1.3752,             0.00092435,             0.00092435,             0.00092435
